CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-90868-1,audit_flags_lo_configure,Configure System to Audit All Log In and Log Out Events,"The audit system _MUST_ be configured to record all attempts to log in and out of the system (lo). 

Frequently, an attacker that successfully gains access to a system has only gained access to an account with limited privileges, such as a guest account or a service account. The attacker must attempt to change to another user account with normal or elevated privileges in order to proceed. Auditing both successful and unsuccessful attempts to switch to another user account (by way of monitoring login and logout events) mitigates this risk.

The information system monitors login and logout events.
",Script,"/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec '^lo'
",{'integer': 1},"[source,bash]
----
/usr/bin/grep -qE ""^flags.*[^-]lo"" /etc/security/audit_control \|\| /usr/bin/sed -i.bak '/^flags/ s/$/,lo/' /etc/security/audit_control; /usr/sbin/audit -s
----
","AC-2(12)
AU-12
AC-17(1)
AU-2
MA-4(1)","3.1.12
3.3.1
3.3.2","SRG-OS-000032-GPOS-00013
SRG-OS-000462-GPOS-00206",APPL-12-001002,"CCI-000067
CCI-000172"
CCE-90869-9,audit_folder_group_configure,Configure Audit Log Folders Group to Wheel,"Audit log files _MUST_ have the group set to wheel.

The audit service _MUST_ be configured to create log files with the correct group ownership to prevent normal users from reading audit logs. 

Audit logs contain sensitive data about the system and users. If log files are set to be readable and writable only by system administrators, the risk is mitigated.
",Script,"/bin/ls -dn $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{print $4}'
",{'integer': 0},"[source,bash]
----
/usr/bin/chgrp wheel $(/usr/bin/awk -F : '/^dir/{print $2}' /etc/security/audit_control)
----
",AU-9,3.3.8,SRG-OS-000057-GPOS-00027,APPL-12-001015,CCI-000162
CCE-90870-7,audit_folder_owner_configure,Configure Audit Log Folders to be Owned by Root,"Audit log files _MUST_ be owned by root.

The audit service _MUST_ be configured to create log files with the correct ownership to prevent normal users from reading audit logs.

Audit logs contain sensitive data about the system and users. If log files are set to only be readable and writable by system administrators, the risk is mitigated.
",Script,"/bin/ls -dn $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{print $3}'
",{'integer': 0},"[source,bash]
----
/usr/sbin/chown root $(/usr/bin/awk -F : '/^dir/{print $2}' /etc/security/audit_control)
----
",AU-9,3.3.8,SRG-OS-000057-GPOS-00027,APPL-12-001013,CCI-000162
CCE-90871-5,audit_folders_mode_configure,Configure Audit Log Folders to Mode 700 or Less Permissive,"The audit log folder _MUST_ be configured to mode 700 or less permissive so that only the root user is able to read, write, and execute changes to folders. 

Because audit logs contain sensitive data about the system and users, the audit service _MUST_ be configured to mode 700 or less permissive; thereby preventing normal users from reading, modifying or deleting audit logs. 
",Script,"/usr/bin/stat -f %A $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}')
",{'integer': 700},"[source,bash]
----
/bin/chmod 700 $(/usr/bin/grep '^dir' /etc/security/audit_control \| /usr/bin/awk -F: '{print $2}')
----
",AU-9,3.3.8,"SRG-OS-000057-GPOS-00027
SRG-OS-000058-GPOS-00028
SRG-OS-000059-GPOS-00029",APPL-12-001017,"CCI-000162
CCI-000163
CCI-000164"
CCE-90875-6,audit_retention_configure,Configure Audit Retention to a Minimum of Seven Days,"The audit service _MUST_ be configured to require records be kept for seven days or longer before deletion, unless the system uses a central audit record storage facility. 

When ""expire-after"" is set to ""7d"", the audit service will not delete audit logs until the log data is at least seven days old.
",Script,"/usr/bin/awk -F: '/expire-after/{print $2}' /etc/security/audit_control
",{'string': '7d'},"[source,bash]
----
/usr/bin/sed -i.bak 's/^expire-after.*/expire-after:7d/' /etc/security/audit_control; /usr/sbin/audit -s
----
","AU-11
AU-4",,SRG-OS-000341-GPOS-00132,APPL-12-001029,CCI-001849
CCE-91093-5,audit_retention_configure_sixty_days,Configure Audit Retention to a Minimum of Sixty Days or One Gigabyte,"The audit service _MUST_ be configured to require records be kept for sixty days or longer before deletion, unless the system uses a central audit record storage facility. 

When ""expire-after"" is set to ""60d"", the audit service will not delete audit logs until the log data is at least sixty days old.
",Script,"/usr/bin/awk -F: '/expire-after/{print $2}' /etc/security/audit_control
",{'string': '60d or 1G'},"[source,bash]
----
/usr/bin/sed -i.bak 's/^expire-after.*/expire-after:60d or 1G/' /etc/security/audit_control; /usr/sbin/audit -s
----
","AU-11
AU-4",,,,
CCE-90876-4,audit_settings_failure_notify,Configure Audit Failure Notification,"The audit service _MUST_ be configured to immediately print messages to the console or email administrator users when an auditing failure occurs. 

It is critical for the appropriate personnel to be made aware immediately if a system is at risk of failing to process audit logs as required. Without a real-time alert, security personnel may be unaware of a potentially harmful failure in the auditing system's capability, and system operation may be adversely affected. 
",Script,"/usr/bin/grep -c ""logger -s -p"" /etc/security/audit_warn
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/logger -p/logger -s -p/' /etc/security/audit_warn; /usr/sbin/audit -s
----
","AU-5(2)
AU-5",3.3.4,SRG-OS-000344-GPOS-00135,APPL-12-001031,CCI-001858
CCE-90898-8,os_airdrop_disable,Disable AirDrop,"AirDrop _MUST_ be disabled to prevent file transfers to or from unauthorized devices.
AirDrop allows users to share and receive files from other nearby Apple devices.",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowAirDrop').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAirDrop</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)","3.1.1
3.1.2
3.1.16
3.1.20
3.4.6",SRG-OS-000095-GPOS-00049,APPL-12-002009,CCI-000381
CCE-90900-2,os_anti_virus_installed,Must Use an Approved Antivirus Program,"An approved antivirus product _MUST_ be installed and configured to run.

Malicious software can establish a base on individual desktops and servers. Employing an automated mechanism to detect this type of software will aid in elimination of the software from the operating system.'
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.mrt"" => false'
",{'integer': 1},"[source,bash]
----
/bin/launchctl enable system/com.apple.mrt
----
",,,SRG-OS-000480-GPOS-00227,APPL-12-002070,CCI-000366
CCE-90902-8,os_appleid_prompt_disable,Disable Apple ID Setup during Setup Assistant,"The prompt for Apple ID setup during Setup Assistant _MUST_ be disabled. 

macOS will automatically prompt new users to set up an Apple ID while they are going through Setup Assistant if this is not disabled, misleading new users to think they need to create Apple ID accounts upon their first login.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipCloudSetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipCloudSetup</key>
<true/>
----

",AC-20,3.1.20,SRG-OS-000095-GPOS-00049,APPL-12-002035,CCI-000381
CCE-90904-4,os_asl_log_files_owner_group_configure,Configure Apple System Log Files Owned by Root and Group to Wheel,"The Apple System Logs (ASL) _MUST_ be owned by root.

ASL logs contain sensitive data about the system and users. If ASL log files are set to only be readable and writable by system administrators, the risk is mitigated.
",Script,"/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* | /usr/bin/awk '{ print $2 }') 2> /dev/null | /usr/bin/awk '!/^root:wheel:/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/usr/sbin/chown root:wheel $(/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* \| /usr/bin/awk '{ print $2 }') 2> /dev/null \| /usr/bin/awk '!/^root:wheel:/{print $1}' \| /usr/bin/awk -F"":"" '!/^root:wheel:/{print $3}')
----
",SI-11,,SRG-OS-000206-GPOS-00084,APPL-12-004001,CCI-001314
CCE-90905-1,os_asl_log_files_permissions_configure,Configure Apple System Log Files To Mode 640 or Less Permissive,"The Apple System Logs (ASL) _MUST_ be configured to be writable by root and readable only by the root user and group wheel. To achieve this, ASL log files _MUST_ be configured to mode 640 permissive or less; thereby preventing normal users from reading, modifying or deleting audit logs. System logs frequently contain sensitive information that could be used by an attacker. Setting the correct permissions mitigates this risk.
",Script,"/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* | /usr/bin/awk '{ print $2 }') 2> /dev/null | /usr/bin/awk '!/640/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/bin/chmod 640 $(/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* \| /usr/bin/awk '{ print $2 }') 2> /dev/null \| /usr/bin/awk -F"":"" '!/640/{print $2}')
----
",SI-11,,SRG-OS-000206-GPOS-00084,APPL-12-004002,CCI-001314
CCE-90907-7,os_authenticated_root_enable,Enable Authenticated Root,"Authenticated Root _MUST_ be enabled. 

When Authenticated Root is enabled the macOS is booted from a signed volume that is cryptographically protected to prevent tampering with the system volume.

NOTE: Authenticated Root is enabled by default on macOS systems.
",Script,"/usr/bin/csrutil authenticated-root | /usr/bin/grep -c 'enabled'
",{'integer': 1},"[source,bash]
----
/usr/bin/csrutil authenticated-root enable
----
NOTE: To re-enable ""Authenticated Root"", boot the affected system into ""Recovery"" mode, launch ""Terminal"" from the ""Utilities"" menu, and run the command.
","AC-3
CM-5
SC-34
SI-7(6)
SI-7
MA-4(1)","3.1.1
3.1.2
3.4.5",,,
CCE-91094-3,os_blank_bluray_disable,Disable Blank Blu Ray,"Blank Blu Ray media _MUST_ be disabled.

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""blankbd""]
EOS
","{'string': 'deny,eject'}","Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,"SRG-OS-000480-GPOS-00227
SRG-OS-000319-GPOS-00164",APPL-12-005051,"CCI-000366
CCI-001967"
CCE-91095-0,os_blank_cd_disable,Disable Blank CD,"Blank CD media _MUST_ be disabled.

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""blankcd""]
EOS
","{'string': 'deny,eject'}","Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,"SRG-OS-000480-GPOS-00227
SRG-OS-000319-GPOS-00164",APPL-12-005051,"CCI-000366
CCI-001967"
CCE-91096-8,os_blank_dvd_disable,Disable Blank DVD,"Blank DVD media _MUST_ be disabled.

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""blankdvd""]
EOS
","{'string': 'deny,eject'}","Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,"SRG-OS-000480-GPOS-00227
SRG-OS-000319-GPOS-00164",APPL-12-005051,"CCI-000366
CCI-001967"
CCE-91097-6,os_bluray_read_only_enforce,Enforce Blu Ray Read Only,"Blu Ray media _MUST_ be set to read only.

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""bd""]
EOS
",{'string': 'read-only'},"Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,"SRG-OS-000480-GPOS-00227
SRG-OS-000319-GPOS-00164",APPL-12-005051,"CCI-000366
CCI-001967"
