Unnamed: 0,Last modified: 2010-09-25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CCE-10486-9,"The ""Use Pop-up Blocker"" machine setting should be configured correctly for the Internet Zone.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone\Use Pop-up Blocker 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1809",,CCE-1002,Setting Index #48: This policy setting allows you to manage whether unwanted pop-up windows appear. Pop-up windows that are opened when the end user clicks a link are not blocked. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10503-1,"The ""Disable changing certificate settings"" current user setting should be configured correctly.",enabled/disabled,"(1) GPO: User Configuration\Administrative Templates\Windows Components\Internet Explorer\Disable changing certificate settings 
(2) Registry Key: HKEY_CURRENT_USER\Software\Policies\Microsoft\Internet Explorer\Control Panel\Certificates",,CCE-1037,Setting Index #3: This policy setting removes a user's ability to change certificate settings in Internet Explorer. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10525-4,"The ""Access data sources across domains"" machine setting should be configured correctly for the Restricted Sites Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Access data sources across domains 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1406",,CCE-636,Setting Index #53: This policy setting allows you to manage whether Internet Explorer can access data from another security zone using the Microsoft XML Parser (MSXML) or ActiveX Data Objects (ADO).,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10539-5,"The ""Allow cut, copy or paste operations from the clipboard via script"" machine setting should be configured correctly for the Restricted Sites Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Allow cut, copy or paste operations from the clipboard via script 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1407",,CCE-1031,"Setting Index #56: This policy setting allows you to manage whether scripts can perform a clipboard operation (for example, cut, copy, and paste) in the security zone.","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10547-8,"The ""Allow binary and script behaviors"" machine setting should be configured correctly for the Restricted Sites Zone.",enabled/disabled/Administrator approved,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Allow binary and script behaviors 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2000",,CCE-178,Setting Index #55: This policy setting allows you to manage dynamic binary and script behaviors.,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10550-2,"The ""Disable the Security page"" machine setting should be configured correctly.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Disable the Security Page 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Internet Explorer\Control Panel\SecurityTab",,CCE-595,Setting Index #30: This policy setting removes the Security tab from the Internet Options dialog box.,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10554-4,"The ""Script ActiveX controls marked safe for scripting"" machine setting should be configured correctly for the Restricted Sites Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Script ActiveX controls marked safe for scripting 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1405",,CCE-973,Setting Index #76: Restricted Sites Zone: Script ActiveX controls marked safe for scripting,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10561-9,"The ""Initialize and script ActiveX controls not marked as safe"" machine setting should be configured correctly for the Internet Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone\Initialize and script ActiveX controls not marked as safe 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\1201",,CCE-586,Setting Index #41: This policy setting allows you to manage ActiveX controls not marked as safe. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10574-2,"The ""Protection From Zone Elevation: Internet Explorer Processes"" machine setting should be configured correctly.",enabled/disabled,(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Protection From Zone Elevation\Internet Explorer Processes,,CCE-347,"Setting Index #13: This setting controls the Internet Explorer restrictions on each Web page that it opens. These restrictions depend on the location of the Web page (such as Internet zone, Intranet zone, or Local Machine zone).","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10578-3,"The ""Restrict File Download: Internet Explorer Processes"" machine setting should be configured correctly.",enabled/disabled,(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Restrict File Download\Internet Explorer Processes,,CCE-668,"Setting Index #11: When set to Enabled, file download prompts that are not user-initiated are blocked for Internet Explorer processes. When set to Disabled, file download prompts will occur that are not user-initiated for Internet Explorer processes.","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10581-7,"The ""Automatically check for Internet Explorer updates"" machine setting should be configured correctly.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page\Automatically check for Internet Explorer updates 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Internet Explorer\Main\NoUpdateCheck",,CCE-1008,Setting Index #23: This policy setting allows you to manage whether Internet Explorer checks the Internet for newer versions. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10594-0,"The ""Turn off Crash Detection"" machine setting should be configured correctly.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Turn off Crash Detection 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Internet Explorer\Restrictions\NoCrashDetection",,CCE-753,Setting Index #94: This policy setting allows you to manage the crash detection feature of add-on management in Internet Explorer. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10604-7,"The ""Scripted Window Security Restrictions: Internet Explorer Processes"" machine setting should be configured correctly.",enabled/disabled,(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Scripted Window Security Restrictions\Internet Explorer Processes,,CCE-827,"Setting Index #12: When set to Enabled, pop-up windows will not display in Windows Explorer or for Internet Explorer processes. When set to Disabled or Do not configure, scripts can create pop-up windows and windows that can hide other windows.","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10605-4,"The ""Disable changing connection settings"" machine setting should be configured correctly.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Disable changing connection settings 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Internet Explorer\Control Panel\Connection Settings",,CCE-611,Setting Index #27: This policy setting removes users' ability to change dial-up settings. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10607-0,"The ""Turn off the Security Settings Check feature"" machine setting should be configured correctly.",enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Turn off the Security Settings Check feature 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Internet Explorer\Security\DisableSecuritySettingsCheck",,CCE-1054,"Setting Index #82: This policy setting turns off the Security Settings Check feature, which checks Internet Explorer security settings to determine when the settings put Internet Explorer at risk.","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10609-6,"The ""Web sites in less privileged Web content zones can navigate into this zone"" machine setting should be configured correctly for the Restricted Sites Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Web sites in less privileged Web content zones can navigate into this zone 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\2101",,CCE-698,Setting Index #80: This policy setting allows you to manage whether Web sites from less privileged zones can navigate into this zone. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10620-3,"The ""Java permissions"" machine setting should be configured correctly for the Restricted Sites Zone.",Custom/Disable Java/High safety/Low safety/Medium safety,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone\Java permissions 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4\1C00",,CCE-1088,Setting Index #68: This policy setting allows you to manage permissions for Java applets.,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10622-9,"The ""Web sites in less privileged Web content zones can navigate into this zone"" machine setting should be configured correctly for the Internet Zone.",enabled/disabled/prompt,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone\Web sites in less privileged Web content zones can navigate into this zone 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3\2101",,CCE-724,Setting Index #49: This policy setting allows you to manage whether Web sites from less privileged zones can navigate into this zone. ,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-10635-1,"The ""Mime Sniffing Safety Feature: Internet Explorer Processes"" machine setting should be configured correctly.",enabled/disabled,(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Security Features\Mime Sniffing Safety Feature\Internet Explorer Processes,,CCE-985,"Setting Index #8: When set to Enabled, MIME sniffing will not promote a file of one type to a more dangerous file type. When set to Disabled, MIME sniffing configures Internet Explorer processes to allow the promotion of a file to a more dangerous file type.","Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
