CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84719-4,audit_retention_configure,Configure Audit Retention to a Minimum of Seven Days,"The audit service _MUST_ be configured to require records be kept for seven days or longer before deletion, unless the system uses a central audit record storage facility. 

When ""expire-after"" is set to ""7d"", the audit service will not delete audit logs until the log data is at least seven days old.
",Script,"/usr/bin/awk -F: '/expire-after/{print $2}' /etc/security/audit_control
",{'string': '7d'},"[source,bash]
----
/usr/bin/sed -i.bak 's/^expire-after.*/expire-after:7d/' /etc/security/audit_control; /usr/sbin/audit -s
----
","AU-11
AU-4",,SRG-OS-000341-GPOS-00132,AOSX-15-001029,CCI-001849
CCE-84720-2,audit_settings_failure_notify,Configure Audit Failure Notification,"The audit service _MUST_ be configured to immediately print messages to the console or email administrator users when an auditing failure occurs. 

It is critical for the appropriate personnel to be made aware immediately if a system is at risk of failing to process audit logs as required. Without a real-time alert, security personnel may be unaware of a potentially harmful failure in the auditing system's capability, and system operation may be adversely affected. 
",Script,"/usr/bin/grep -c ""logger -s -p"" /etc/security/audit_warn
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/logger -p/logger -s -p/' /etc/security/audit_warn; /usr/sbin/audit -s
----
","AU-5(2)
AU-5",3.3.4,SRG-OS-000344-GPOS-00135,AOSX-15-001031,CCI-001858
CCE-84747-5,os_airdrop_disable,Disable AirDrop,"AirDrop _MUST_ be disabled to prevent file transfers to or from unauthorized devices.
AirDrop allows users to share and receive files from other nearby Apple devices.",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowAirDrop').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAirDrop</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)","3.1.1
3.1.2
3.1.16
3.1.20
3.4.6",SRG-OS-000095-GPOS-00049,AOSX-15-002009,CCI-000381
CCE-84894-5,os_anti_virus_installed,Must Use an Approved Antivirus Program,"An approved antivirus product _MUST_ be installed and configured to run. 

Malicious software can establish a base on individual desktops and servers. Employing an automated mechanism to detect this type of software will aid in elimination of the software from the operating system.
",Manual,"Ask the System Administrator (SA) or Information System Security Officer (ISSO) if an approved antivirus solution is loaded on the system. The antivirus solution may be bundled with an approved host-based security solution. 
If there is no local antivirus solution installed on the system, this is a finding.
",,"Install an approved antivirus solution onto the system.
",,,SRG-OS-000480-GPOS-00227,AOSX-15-002070,CCI-000366
CCE-84926-5,os_apple_mobile_file_integrity_enforce,Enforce Apple Mobile File Integrity,"Apple Mobile File Integrity (AMFI) is a macOS kernel module that enforces the code-signing validation within Gatekeeper and library validation. AMFI checks the signatures of every app that is run.

NOTE: AMFI is enabled by default on macOS systems.
",Script,"/usr/sbin/nvram -p | /usr/bin/grep -c ""amfi_get_out_of_my_way=1""
",{'integer': 0},"[source,bash]
----
/usr/sbin/nvram boot-args=""""
----
","SI-7(1)
SI-3",,,,
CCE-84748-3,os_appleid_prompt_disable,Disable Apple ID Setup during Setup Assistant,"The prompt for Apple ID setup during Setup Assistant _MUST_ be disabled. 

macOS will automatically prompt new users to set up an Apple ID while they are going through Setup Assistant if this is not disabled, misleading new users to think they need to create Apple ID accounts upon their first login.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipCloudSetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipCloudSetup</key>
<true/>
----

",AC-20,3.1.20,SRG-OS-000095-GPOS-00049,AOSX-15-002035,CCI-000381
CCE-84928-1,os_asl_log_files_owner_group_configure,Configure Apple System Log Files Owned by Root and Group to Wheel,"The Apple System Logs (ASL) _MUST_ be owned by root.

ASL logs contain sensitive data about the system and users. If ASL log files are set to only be readable and writable by system administrators, the risk is mitigated.
",Script,"/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* | /usr/bin/awk '{ print $2 }') 2> /dev/null | /usr/bin/awk '!/^root:wheel:/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/usr/sbin/chown root:wheel $(/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* \| /usr/bin/awk '{ print $2 }') 2> /dev/null \| /usr/bin/awk '!/^root:wheel:/{print $1}' \| /usr/bin/awk -F"":"" '!/^root:wheel:/{print $3}')
----
",SI-11,,SRG-OS-000206-GPOS-00084,AOSX-15-004001,
CCE-84930-7,os_asl_log_files_permissions_configure,Configure Apple System Log Files To Mode 640 or Less Permissive,"The Apple System Logs (ASL) _MUST_ be configured to be writable by root and readable only by the root user and group wheel. To achieve this, ASL log files _MUST_ be configured to mode 640 permissive or less; thereby preventing normal users from reading, modifying or deleting audit logs. System logs frequently contain sensitive information that could be used by an attacker. Setting the correct permissions mitigates this risk.
",Script,"/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* | /usr/bin/awk '{ print $2 }') 2> /dev/null | /usr/bin/awk '!/640/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/bin/chmod 640 $(/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -e '^>' /etc/asl.conf /etc/asl/* \| /usr/bin/awk '{ print $2 }') 2> /dev/null \| /usr/bin/awk -F"":"" '!/640/{print $2}')
----
",SI-11,,SRG-OS-000206-GPOS-00084,AOSX-15-004002,
CCE-84749-1,os_bonjour_disable,Disable Bonjour Multicast,"Bonjour multicast advertising _MUST_ be disabled to prevent the system from broadcasting its presence and available services over network interfaces.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mDNSResponder')\
.objectForKey('NoMulticastAdvertisements').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.mDNSResponder) payload type:

[source,xml]
----
<key>NoMulticastAdvertisements</key>
<true/>
----

","CM-7
CM-7(1)",3.4.6,SRG-OS-000095-GPOS-00049,AOSX-15-002005,CCI-000381
CCE-84750-9,os_calendar_app_disable,Disable Calendar.app,"The macOS built-in Calendar.app _MUST_ be disabled as this application can establish a connection to non-approved services. This rule is in place to prevent inadvertent data transfers.

[IMPORTANT]
====
Some organizations allow the use of the built-in Calendar.app for organizational communication. Information System Security Officers (ISSOs) may make the risk-based decision not to disable the macOS built-in Mail.app to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -A 20 familyControlsEnabled | /usr/bin/grep -c ""/Applications/Calendar.app""",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
<key>pathBlackList</key>
<array>
    <string>/Applications/Calendar.app</string>
</array>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6",SRG-OS-000095-GPOS-00049,AOSX-15-002023,CCI-000381
CCE-84751-7,os_camera_disable,Disable Camera,"macOS _MUST_ be configured to disable the camera.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowCamera').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowCamera</key>
<false/>
----

",,,"SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",AOSX-15-002017,"CCI-000381
CCI-001774"
CCE-85302-8,os_certificate_authority_trust,Issue or Obtain Public Key Certificates from an Approved Service Provider,"The organization _MUST_ issue or obtain public key certificates from an organization-approved service provider and ensure only approved trust anchors are in the System Keychain.
",Manual,"/usr/bin/security dump-keychain /Library/Keychains/System.keychain | /usr/bin/awk -F'""' '/labl/ {print $4}'
",{'string': 'a list containing approved root certificates'},"Obtain the approved certificates from the appropriate authority and install them to the System Keychain.
",SC-17,,"SRG-OS-000066-GPOS-00034
SRG-OS-000478-GPOS-00223",AOSX-15-003001,"CCI-000185
CCI-002450"
CCE-84929-9,os_config_data_install_enforce,"Enforce Installation of XProtect, MRT, and Gatekeeper Updates Automatically","Software Update _MUST_ be configured to update XProtect, MRT, and Gatekeepr automatically.

This setting enforces definition updates for XProtect, MRT, and Gatekeeper; with this setting in place, new malware and adware that Apple has added to the list of malware or untrusted software will not execute. These updates do not require the computer to be restarted.

link:https://support.apple.com/en-us/HT207005[]

NOTE: Software update will automatically update XProtect, MRT, and Gatekeeper by default in the macOS.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('ConfigDataInstall').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>ConfigDataInstall</key>
<true/>
----

","SI-3
SI-2(5)",,,,
CCE-84951-3,os_directory_services_configured,Integrate System into a Directory Services Infrastructure,"The macOS system _MUST_ be integrated into a directory services infrastructure. 

A directory service infrastructure enables centralized user and rights management, as well as centralized control over computer and user configurations. Integrating the macOS systems used throughout an organization into a directory services infrastructure ensures more administrator oversight and security than allowing distinct user account databases to exist on each separate system.
",Manual,"/usr/bin/dscl localhost -list . | /usr/bin/grep -vE '(Contact|Search|Local|^$)'; /bin/echo $?
",{'integer': 0},"Integrate the system into an existing directory services infrastructure.
",,,SRG-OS-000480-GPOS-00227,AOSX-15-000016,CCI-000366
CCE-84931-5,os_ess_installed,Must Use ESS,"The approved ESS solution _MUST_ be installed and configured to run. 

The macOS system must employ automated mechanisms to determine the state of system components. The DoD requires the installation and use of an approved ESS solution to be implemented on the operating system. For additional information, reference all applicable ESS OPORDs and FRAGOs on SIPRNET.
",Manual,"Ask the System Administrator (SA) or Information System Security Officer (ISSO) if the approved ESS solution is loaded on the system. 
If the installed components of the ESS solution are not at the DoD approved minimal versions, this is a finding.
",,"Install the approved ESS solution onto the system.
",,,SRG-OS-000191-GPOS-00080,AOSX-15-000015,CCI-001233
CCE-85308-5,os_facetime_app_disable,Disable FaceTime.app,"The macOS built-in FaceTime.app _MUST_ be disabled. 

The FaceTime.app establishes a connection to Apple's iCloud service, even when security controls have been put in place to disable iCloud access. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('familyControlsEnabled'))
  let pathlist = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('pathBlackList').js
  for ( let app in pathlist ) {
      if ( ObjC.unwrap(pathlist[app]) == ""/Applications/FaceTime.app"" && pref1 == true ){
          return(""true"")
      }
  }
  return(""false"")
  }
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
<key>pathBlackList</key>
<array>
    <string>/Applications/FaceTime.app</string>
</array>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6","SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",AOSX-15-002010,"CCI-000381
CCI-001774"
CCE-84932-3,os_filevault_authorized_users,FileVault Authorized Users,"macOS _MUST_ be configured to only allow authorized users to unlock FileVault upon startup.
",Script,"/usr/bin/fdesetup list | /usr/bin/awk -F',' '{print $1}'
",{'string': 'a list containing authorized users that can unlock FileVault'},"Remove the user that is not authorized to unlock FileVault using the fdesetup command.

[source,bash]
----
/usr/bin/fdesetup remove -user NOT_AUTHORIZED_USERNAME
----
",AC-2(11),,SRG-OS-000480-GPOS-00227,AOSX-15-000032,
CCE-84754-1,os_filevault_autologin_disable,Disable FileVault Automatic Login,"If FileVault is enabled, automatic login _MUST_ be disabled, so that both FileVault and login window authentication are required.

The default behavior of macOS when FileVault is enabled is to automatically log in to the computer once successfully passing your FileVault credentials. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('DisableFDEAutoLogin').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>DisableFDEAutoLogin</key>
<true/>
----

","AC-3
IA-5(13)
AC-2(11)","3.1.1
3.1.2",SRG-OS-000480-GPOS-00229,AOSX-15-002066,CCI-000366
CCE-84756-6,os_firewall_default_deny_require,Control Connections to Other Systems via a Deny-All and Allow-by-Exception Firewall Policy,"A deny-all and allow-by-exception firewall policy _MUST_ be employed for managing connections to other systems. 

Organizations _MUST_ ensure the built-in packet filter firewall is configured correctly to employ the default deny rule.

Failure to restrict network connectivity to authorized systems permits inbound connections from malicious systems. It also permits outbound connections that may facilitate the exfiltration of data.

If you are using a third-party firewall solution, this setting does not apply. 

[IMPORTANT]
====
Configuring the built-in packet filter firewall to employ the default deny rule has the potential to interfere with applications on the system in an unpredictable manner. Information System Security Officers (ISSOs) may make the risk-based decision not to configure the built-in packet filter firewall to employ the default deny rule to avoid losing functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====
",Manual,"/sbin/pfctl -a '*' -sr &> /dev/null | /usr/bin/grep -c ""block drop in all""
",{'integer': 1},"NOTE: See the firewall supplemental which includes a script that has an example policy to implement this rule.
","AC-4
SC-7(5)","3.1.3
3.13.6",SRG-OS-000480-GPOS-00231,AOSX-15-005051,"CCI-000366
CCI-002080"
